taxon_no,Order,Family,taxon_name,ln_mass_g,mass_source,meas_element,length_mm,width_mm,meas_source,eq_type,mass_eq,eq_source,ln_mass_g_estimate,n_occs,firstapp_max_ma,firstapp_min_ma,lastapp_max_ma,lastapp_min_ma,early_interval,late_interval,life_habit,life_habit_basis,diet,diet_basis
166766,Tubulidentata,Orycteropodidae,Orycteropus djourabensis,,,m1,14.70,9.00,Lehmann et al 2004,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),Bloch et al 1998,9.678897332,3,5.333,3.6,5.333,0.0117,Pliocene,Pleistocene,semifossorial,Orycteropus,insectivore,Orycteropus
119862,Tubulidentata,Orycteropodidae,Orycteropus afer,,,m1,11.50,7.60,Lehmann et al 2004,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),Bloch et al 1998,9.00396632,27,23.03,2.588,0.0117,0,Neogene,Holocene,semifossorial,Orycteropus,insectivore,Orycteropus
166173,Tubulidentata,Orycteropodidae,Leptorycteropus guilielmi,,,,,,,,,,,2,11.62,7.246,11.62,2.588,Tortonian,Pliocene,ground dwelling,Orycteropodidae,insectivore,Orycteropodidae
432081,Macroscelidea,Macroscelididae,Elephantulus brachyrhynchus,3.860729711,EOL,,,,,,,,,9,5.333,2.588,0.0117,0,Pliocene,Holocene,ground dwelling,Macroscelididae,insectivore,Macroscelididae
432156,Macroscelidea,Macroscelididae,Elephantulus fuscus,4.060443011,Koontz and Roeper 1983,,,,,,,,,2,5.333,2.588,1.806,0.781,Pliocene,Calabrian,ground dwelling,Macroscelididae,insectivore,Macroscelididae
432157,Macroscelidea,Macroscelididae,Macroscelides proboscideus,3.642835516,EOL,,,,,,,,,3,5.333,2.588,5.333,0.0117,Pliocene,Pleistocene,ground dwelling,Macroscelididae,insectivore,Macroscelididae
261801,Paucituberculata,Caenolestidae,Pliolestes tripotamicus,,,,,,,,,,,3,6.8,4,5.333,3.6,Messinian,Zanclean,,Caenolestidae,insectivore,Caenolestidae
43810,Rodentia,Castoridae,Agnotocastor montanus,6.94459664,Lovegrove and Mowoe 2013,,,,,,,,,1,30.8,20.43,30.8,20.43,Oligocene,Burdigalian,amphibious,Castoridae,browser,Castoridae
43890,Rodentia,Allomyidae,Allomys simplicidens,4.803192504,Lovegrove and Mowoe 2013,,,,,,,,,1,30.8,20.43,30.8,20.43,Oligocene,Burdigalian,ground dwelling,Rodentia,herbivore,Rodentia
43954,Rodentia,Allomyidae,Alwoodia magna,5.420285309,Smits 2015,,,,,,,,,3,30.8,20.43,30.8,20.43,Oligocene,Burdigalian,ground dwelling,Rodentia,herbivore,Rodentia
44028,Primates,Palaechthonidae,Anasazia williamsoni,5.226868161,Smits 2015,,,,,,,,,1,63.3,61.7,63.3,61.7,Danian,NA,arboreal,Plesiadapiformes,"insectivore, omnivore",Plesiadapiformes
44193,Eulipotyphla,Apternodontidae,Apternodus baladontus,4.089391125,Lovegrove and Mowoe 2013,,,,,,,,,3,40.4,33.9,37.2,33.9,Bartonian,Priabonian,scansorial,Eutheria,insectivore,Theria
44200,Eulipotyphla,Apternodontidae,Apternodus mediaevus,4.089391125,Lovegrove and Mowoe 2013,,,,,,,,,10,37.2,33.9,37.2,33.9,Priabonian,NA,scansorial,Eutheria,insectivore,Theria
44210,Carnivora,Canidae,Archaeocyon falkenbachi,7.658398019,Smits 2015,,,,,,,,,1,30.8,20.43,30.8,20.43,Oligocene,Burdigalian,ground dwelling,Canidae,"carnivore, omnivore",Canidae
45016,Artiodactyla,Cervidae,Cervus canadensis,12.67573094,Reby et al 2016,,,,,,,,,25,2.588,0.126,0.0117,0,Pleistocene,Holocene,NA,Cervus,grazer,Cervus
45587,Artiodactyla,Merycoidodontidae,Desmatochoerus hatcheri,12.01488902,Lovegrove and Mowoe 2013,,,,,,,,,2,30.8,20.43,20.43,15.97,Oligocene,Burdigalian,ground dwelling,Merycoidodontidae,herbivore,Merycoidodontidae
46038,Panameriungulata,Hyopsodontidae,Ellipsodon inaequidens,6.421909824,Lovegrove and Mowoe 2013,,,,,,,,,6,63.3,61.7,63.3,61.7,Danian,NA,NA,Hyopsodontidae,omnivore,Hyopsodontidae
46273,Perissodactyla,Equidae,Equus giganteus,12.89908169,Smits 2015,,,,,,,,,12,4.9,1.8,0.126,0.0117,Pliocene,Pleistocene,ground dwelling,Equus,grazer,Equus
92546,Eulipotyphla,Plesiosoricidae,Plesiosorex soricinoides,5.074897545,Costeur et al 2012,,,,,,,,,1,22.4,20,22.4,20,Aquitanian,Burdigalian,scansorial,Eutheria,insectivore,Theria
57925,Creodonta,Hyaenodontidae,Hyaenodon leptorhynchus,9.304746361,Sole et al 2018,,,,,,,,,15,33.9,28.4,28.4,23.03,Oligocene,NA,NA,Hyaenodon,carnivore,Hyaenodon
47217,Artiodactyla,Hypisodontidae,Hypisodus minimus,5.576861095,Damuth 1982,,,,,,,,,16,37.2,33.9,33.3,30.8,Priabonian,Rupelian,ground dwelling,Artiodactyla,"grazer, browser",Artiodactyla
47248,Lagomorpha,Leporidae,Hypolagus voorhiesi,6.002839337,Smits 2015,,,,,,,,,8,4.9,1.8,4.9,1.8,Pliocene,Calabrian,ground dwelling,Leporidae,"grazer, browser",Leporidae
322043,Rodentia,Florentiamyidae,Kirkomys nebraskensis,3.067043344,Smits 2015,,,,,,,,,6,33.3,30.8,30.8,20.43,Oligocene,Burdigalian,ground dwelling,Rodentia,herbivore,Rodentia
47533,Carnivora,Mustelidae,Leptarctus oregonensis,7.856420337,Smits 2015,,,,,,,,,7,23.03,13.6,15.97,5.333,Miocene,NA,NA,Leptarctus,omnivore,Leptarctus
47557,Leptictida,Leptictidae,Leptictis dakotensis,6.467961526,Smits 2015,,,,,,,,,10,37.2,33.9,33.3,30.8,Priabonian,Rupelian,ground dwelling,Leptictidae,"insectivore, carnivore",Leptictidae
47557,Leptictida,Leptictidae,Leptictis dakotensis,6.467961526,Smits 2015,,,,,,,,,10,37.2,33.9,33.3,30.8,Priabonian,Rupelian,ground dwelling,Leptictidae,"insectivore, carnivore",Leptictidae
240060,Carnivora,,Lycophocyon hutchisoni,8.699166481,Tomiya 2011,,,,,,,,,6,46.2,40.4,40.4,37.2,Lutetian,Priabonian,ground dwelling,Carnivora,"carnivore, omnivore",Carnivora
48297,Artiodactyla,Merycoidodontidae,Merycoides longiceps,10.94418695,Smits 2015,,,,,,,,,12,24.8,20.43,20.43,15.97,Chattian,Burdigalian,ground dwelling,Merycoidodontidae,herbivore,Merycoidodontidae
48313,Artiodactyla,Merycoidodontidae,Merycoidodon (Otarohyus) major,11.03859294,Lovegrove and Mowoe 2013,,,,,,,,,30,33.9,33.3,30.8,20.43,Oligocene,Burdigalian,ground dwelling,Merycoidodontidae,herbivore,Merycoidodontidae
48704,Perissodactyla,Equidae,Miohippus anceps,10.75307238,Smits 2015,,,,,,,,,1,30.8,20.43,30.8,20.43,Oligocene,Burdigalian,ground dwelling,Equidae,browser,Equidae
289673,Rodentia,Sciuridae,Miopetaurista webbi,7.200183586,Casanovas-Vilar et al 2018,,,,,,,,,2,5.333,3.6,4.9,1.8,Pliocene,Calabrian,scansorial,Sciuridae,"granivore, frugivore",Sciuridae
49304,Eulipotyphla,Proscalopidae,Oligoscalops galbreathi,2.707840069,Smits 2015,,,,,,,,,4,37.2,33.9,30.8,26.3,Priabonian,Oligocene,scansorial,Eutheria,insectivore,Theria
49405,Lagomorpha,Ochotonidae,Oreolagus nevadensis,4.356490996,Smits 2015,,,,,,,,,2,15.97,13.6,15.97,13.6,Langhian,Serravallian,ground dwelling,Ochotonidae,herbivore,Ochotonidae
49656,Lagomorpha,Leporidae,Palaeolagus haydeni,6.440330505,Lovegrove and Mowoe 2013,,,,,,,,,58,37.2,33.9,30.8,20.43,Priabonian,Burdigalian,ground dwelling,Leporidae,"grazer, browser",Leporidae
49656,Lagomorpha,Leporidae,Palaeolagus haydeni,6.440330505,Lovegrove and Mowoe 2013,,,,,,,,,58,37.2,33.9,30.8,20.43,Priabonian,Burdigalian,ground dwelling,Leporidae,"grazer, browser",Leporidae
49656,Lagomorpha,Leporidae,Palaeolagus haydeni,6.440330505,Lovegrove and Mowoe 2013,,,,,,,,,58,37.2,33.9,30.8,20.43,Priabonian,Burdigalian,ground dwelling,Leporidae,"grazer, browser",Leporidae
49866,Artiodactyla,Merycoidodontidae,Paramerychyus relictus,10.77609824,Lovegrove and Mowoe 2013,,,,,,,,,4,30.8,26.3,24.8,20.43,Oligocene,Burdigalian,ground dwelling,Merycoidodontidae,herbivore,Merycoidodontidae
50272,Rodentia,Cricetidae,Peromyscus sarmocophinus,2.889744292,Smits 2015,,,,,,,,,2,2.588,1.806,1.8,0.3,Gelasian,Middle Pleistocene,ground dwelling,Peromyscus,herbivore,Rodentia
50377,Rodentia,Cricetidae,Pitymys mcnowni,4.743325292,Lovegrove and Mowoe 2013,,,,,,,,,2,1.8,0.3,1.8,0.3,Calabrian,Middle Pleistocene,ground dwelling,Microtus,herbivore,Rodentia
50747,Leptictida,Leptictidae,Prodiacodon furor,4.202217795,Smits 2015,,,,,,,,,5,63.3,61.7,61.7,56.8,Danian,Thanetian,ground dwelling,Leptictidae,"insectivore, carnivore",Leptictidae
50747,Leptictida,Leptictidae,Prodiacodon furor,4.202217795,Smits 2015,,,,,,,,,5,63.3,61.7,61.7,56.8,Danian,Thanetian,ground dwelling,Leptictidae,"insectivore, carnivore",Leptictidae
50879,Eulipotyphla,Proscalopidae,Proscalops miocaenus,3.343353555,Smits 2015,,,,,,,,,3,33.9,33.3,30.8,26.3,Rupelian,Oligocene,scansorial,Eutheria,insectivore,Theria
51148,Carnivora,Felidae,Pseudaelurus validus,10.1175589,Rothwell 2004,,,,,,,,,7,20.43,15.97,15.97,13.6,Burdigalian,Serravallian,NA,Pseudaelurus,carnivore,Pseudaelurus
51662,Eulipotyphla,Soricidae,Sorex rexroadensis,2.079234339,Smits 2015,,,,,,,,,2,4.9,1.8,4.9,1.8,Pliocene,Calabrian,ground dwelling,Soricidae,omnivore,Soricidae
51805,Carnivora,Mustelidae,Sthenictis bellus,9.180406766,Lovegrove and Mowoe 2013,,,,,,,,,1,20.43,15.97,20.43,15.97,Burdigalian,NA,scansorial,Mustelidae,"carnivore, omnivore",Mustelidae
52439,Artiodactyla,Protoceratidae,Trigenicus profectus,10.26492434,Smits 2015,,,,,,,,,15,37.2,33.9,37.2,33.9,Priabonian,NA,ground dwelling,Protoceratidae,browser,Protoceratidae
52543,Perissodactyla,Chalicotheriidae,Tylocephalonyx skinneri,14.34510513,Smits 2015,,,,,,,,,17,20.43,15.97,20.43,15.97,Burdigalian,NA,ground dwelling,Chalicotherioidea,browser,Chalicotherioidea
376953,Primates,Omomyidae,Walshina esmaraldensis,4.275900518,López-Torres et al 2018,,,,,,,,,6,46.2,40.4,46.2,40.4,Lutetian,Bartonian,arboreal,Omomyidae,insectivore,Omomyidae
176105,Carnivora,Felidae,Xenosmilus hodsonae,11.68101418,Torregrosa et al 2010,,,,,,,,,2,2.588,0.781,1.8,0.3,Gelasian,Middle Pleistocene,scansorial,Felidae,carnivore,Felidae
